Test Split,Model,Baseline,POI Attention MDE,Baseline MDE,MDE Improvement,% Improvement,p-value,Cohen dz,95% CI Lower,95% CI Upper,Test Type
"Users [2, 15]","POI Attention LSTM - Exclude Users [2, 15]",No-POI LSTM Baseline,2.1637783260567636,1.9856572161101669,-0.1781211099465965,-8.970385648713807,7.947547409950298e-07,-0.15195274700959918,-0.23974708562578462,-0.1152669621978214,Held-Out Users
"Users [2, 15]","POI Attention LSTM - Exclude Users [2, 15]",Zero Displacement Baseline,2.1637783260567636,1.9887724805426912,-0.17500584551407203,-8.799691630201806,1.9452177260053698e-15,-0.20851536373958726,-0.2204652448765849,-0.12949323049858166,Held-Out Users
"Users [2, 15]","POI Attention LSTM - Exclude Users [2, 15]",Constant Velocity Baseline,2.1637783260567636,2.376118887856186,0.21234056179942257,8.936445178928034,8.026654869847934e-09,0.16049327368788846,0.14256332794877213,0.28314391100050135,Held-Out Users
