Test Type,Test Split,Model,Baseline,POI Attention MDE,Baseline MDE,MDE Improvement,% Improvement,p-value,Cohen dz,95% CI Lower,95% CI Upper
Held-Out Environment,A,POI Attention LSTM - Exclude Env A,No-POI LSTM Baseline,1.6196869207934015,1.8629754347194432,0.24328851392604153,13.059136980122329,0.0,0.20082034592597295,0.23223705987058235,0.2546030639918133
Held-Out Environment,A,POI Attention LSTM - Exclude Env A,Zero Displacement Baseline,1.6196869207934015,2.03465018647109,0.414963265677689,20.394821106688806,0.0,0.34763744962483667,0.403959328998865,0.42602255915147147
Held-Out Environment,A,POI Attention LSTM - Exclude Env A,Constant Velocity Baseline,1.6196869207934015,2.4954069637016754,0.8757200429082741,35.09327559177902,0.0,0.48108035087553763,0.8593773079771319,0.8929960496371295
Held-Out Environment,B,POI Attention LSTM - Exclude Env B,No-POI LSTM Baseline,1.6314217786181373,1.8278728745538904,0.19645109593575288,10.747525097099471,1.1130715438769468e-291,0.16393404265374031,0.18579090500163697,0.20735193559192158
Held-Out Environment,B,POI Attention LSTM - Exclude Env B,Zero Displacement Baseline,1.6314217786181373,2.0576799378449775,0.4262581592268404,20.715474325577745,0.0,0.3629149369800139,0.4158064969757017,0.4368987166272204
Held-Out Environment,B,POI Attention LSTM - Exclude Env B,Constant Velocity Baseline,1.6314217786181373,2.486477528551428,0.8550557499332903,34.38823557080078,0.0,0.4337503219845125,0.8378168848074348,0.8726221042419642
Held-Out Environment,C,POI Attention LSTM - Exclude Env C,No-POI LSTM Baseline,1.6102789582507284,1.8005217972242216,0.1902428389734934,10.565983664667748,1.645723171623974e-297,0.15357524716012924,0.18031898875618144,0.20055444875555187
Held-Out Environment,C,POI Attention LSTM - Exclude Env C,Zero Displacement Baseline,1.6102789582507284,2.037276794582241,0.42699783633151306,20.959245079855343,0.0,0.36047296065117784,0.4175799283639044,0.4367528821210219
Held-Out Environment,C,POI Attention LSTM - Exclude Env C,Constant Velocity Baseline,1.6102789582507284,2.3426238357252367,0.7323448774745085,31.26173593498791,0.0,0.4554571111103604,0.7195075489151703,0.7455120831420116
