Test Split,Model,Baseline,POI Attention MDE,Baseline MDE,MDE Improvement,% Improvement,p-value,Cohen dz,95% CI Lower,95% CI Upper,Test Type
D,POI Attention LSTM - Exclude Env D,No-POI LSTM Baseline,2.3349745157218016,2.3389522528702744,0.0039777371484730276,0.17006491447577426,0.5158955709825925,0.003103986133717365,-0.016848431632346412,0.024627746263623025,Held-Out Environment
D,POI Attention LSTM - Exclude Env D,Zero Displacement Baseline,2.3349745157218016,2.298209233757377,-0.03676528196442472,-1.599736065123914,2.7542375580377476e-05,-0.04328807260388362,-0.05075088858407917,-0.02308081447783048,Held-Out Environment
D,POI Attention LSTM - Exclude Env D,Constant Velocity Baseline,2.3349745157218016,2.885395808589572,0.5504212928677704,19.076110502039757,0.0,0.3505610517045928,0.5249775781791483,0.5755708406361747,Held-Out Environment
